# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
	🫰🏾;mano con dedo índice y pulgar cruzados: tono de piel oscuro medio;amor|caro|chasquido|corazón|dinero|mano con dedo índice y pulgar cruzados|mano con dedo índice y pulgar cruzados: tono de piel oscuro medio|tono de piel oscuro medio
	🫰🏿;mano con dedo índice y pulgar cruzados: tono de piel oscuro;amor|caro|chasquido|corazón|dinero|mano con dedo índice y pulgar cruzados|mano con dedo índice y pulgar cruzados: tono de piel oscuro|tono de piel oscuro
🤟;gesto de te quiero;gesto de te quiero|mano|quiero
	🤟🏻;gesto de te quiero: tono de piel claro;gesto de te quiero|gesto de te quiero: tono de piel claro|mano|quiero|tono de piel claro
	🤟🏼;gesto de te quiero: tono de piel claro medio;gesto de te quiero|gesto de te quiero: tono de piel claro medio|mano|quiero|tono de piel claro medio
	🤟🏽;gesto de te quiero: tono de piel medio;gesto de te quiero|gesto de te quiero: tono de piel medio|mano|quiero|tono de piel medio
	🤟🏾;gesto de te quiero: tono de piel oscuro medio;gesto de te quiero|gesto de te quiero: tono de piel oscuro medio|mano|quiero|tono de piel oscuro medio
	🤟🏿;gesto de te quiero: tono de piel oscuro;gesto de te quiero|gesto de te quiero: tono de piel oscuro|mano|quiero|tono de piel oscuro
🤘;mano haciendo el signo de cuernos;cuernos|dedo|mano|mano haciendo el signo de cuernos|rock
	🤘🏻;mano haciendo el signo de cuernos: tono de piel claro;cuernos|dedo|mano|mano haciendo el signo de cuernos|mano haciendo el signo de cuernos: tono de piel claro|rock|tono de piel claro
	🤘🏼;mano haciendo el signo de cuernos: tono de piel claro medio;cuernos|dedo|mano|mano haciendo el signo de cuernos|mano haciendo el signo de cuernos: tono de piel claro medio|rock|tono de piel claro medio
	🤘🏽;mano haciendo el signo de cuernos: tono de piel medio;cuernos|dedo|mano|mano haciendo el signo de cuernos|mano haciendo el signo de cuernos: tono de piel medio|rock|tono de piel medio
	🤘🏾;mano haciendo el signo de cuernos: tono de piel oscuro medio;cuernos|dedo|mano|mano haciendo el signo de cuernos|mano haciendo el signo de cuernos: tono de piel oscuro medio|rock|tono de piel oscuro medio
	🤘🏿;mano haciendo el signo de cuernos: tono de piel oscuro;cuernos|dedo|mano|mano haciendo el signo de cuernos|mano haciendo el signo de cuernos: tono de piel oscuro|rock|tono de piel oscuro
🤙;mano haciendo el gesto de llamar;llamar|mano|mano haciendo el gesto de llamar|meñique|pulgar
	🤙🏻;mano haciendo el gesto de llamar: tono de piel claro;llamar|mano|mano haciendo el gesto de llamar|mano haciendo el gesto de llamar: tono de piel claro|meñique|pulgar|tono de piel claro
	🤙🏼;mano haciendo el gesto de llamar: tono de piel claro medio;llamar|mano|mano haciendo el gesto de llamar|mano haciendo el gesto de llamar: tono de piel claro medio|meñique|pulgar|tono de piel claro medio
	🤙🏽;mano haciendo el gesto de llamar: tono de piel medio;llamar|mano|mano haciendo el gesto de llamar|mano haciendo el gesto de llamar: tono de piel medio|meñique|pulgar|tono de piel medio
	🤙🏾;mano haciendo el gesto de llamar: tono de piel oscuro medio;llamar|mano|mano haciendo el gesto de llamar|mano haciendo el gesto de llamar: tono de piel oscuro medio|meñique|pulgar|tono de piel oscuro medio
	🤙🏿;mano haciendo el gesto de llamar: tono de piel oscuro;llamar|mano|mano haciendo el gesto de llamar|mano haciendo el gesto de llamar: tono de piel oscuro|meñique|pulgar|tono de piel oscuro
👈;dorso de mano con índice a la izquierda;dedo|dorso de mano con índice a la izquierda|índice|izquierda|mano
	👈🏻;dorso de mano con índice a la izquierda: tono de piel claro;dedo|dorso de mano con índice a la izquierda|dorso de mano con índice a la izquierda: tono de piel claro|índice|izquierda|mano|tono de piel claro
	👈🏼;dorso de mano con índice a la izquierda: tono de piel claro medio;dedo|dorso de mano con índice a la izquierda|dorso de mano con índice a la izquierda: tono de piel claro medio|índice|izquierda|mano|tono de piel claro medio
	👈🏽;dorso de mano con índice a la izquierda: tono de piel medio;dedo|dorso de mano con índice a la izquierda|dorso de mano con índice a la izquierda: tono de piel medio|índice|izquierda|mano|tono de piel medio
	👈🏾;dorso de mano con índice a la izquierda: tono de piel oscuro medio;dedo|dorso de mano con índice a la izquierda|dorso de mano con índice a la izquierda: tono de piel oscuro medio|índice|izquierda|mano|tono de piel oscuro medio
	👈🏿;dorso de mano con índice a la izquierda: tono de piel oscuro;dedo|dorso de mano con índice a la izquierda|dorso de mano con índice a la izquierda: tono de piel oscuro|índice|izquierda|mano|tono de piel oscuro
👉;dorso de mano con índice a la derecha;dedo|derecha|dorso de mano con índice a la derecha|índice|mano
	👉🏻;dorso de mano con índice a la derecha: tono de piel claro;dedo|derecha|dorso de mano con índice a la derecha|dorso de mano con índice a la derecha: tono de piel claro|índice|mano|tono de piel claro
	👉🏼;dorso de mano con índice a la derecha: tono de piel claro medio;dedo|derecha|dorso de mano con índice a la derecha|dorso de mano con índice a la derecha: tono de piel claro medio|índice|mano|tono de piel claro medio
	👉🏽;dorso de mano con índice a la derecha: tono de piel medio;dedo|derecha|dorso de mano con índice a la derecha|dorso de mano con índice a la derecha: tono de piel medio|índice|mano|tono de piel medio
	👉🏾;dorso de mano con índice a la derecha: tono de piel oscuro medio;dedo|derecha|dorso de mano con índice a la derecha|dorso de mano con índice a la derecha: tono de piel oscuro medio|índice|mano|tono de piel oscuro medio
	👉🏿;dorso de mano con índice a la derecha: tono de piel oscuro;dedo|derecha|dorso de mano con índice a la derecha|dorso de mano con índice a la derecha: tono de piel oscuro|índice|mano|tono de piel oscuro
👆;dorso de mano con índice hacia arriba;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|mano
	👆🏻;dorso de mano con índice hacia arriba: tono de piel claro;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|dorso de mano con índice hacia arriba: tono de piel claro|mano|tono de piel claro
	👆🏼;dorso de mano con índice hacia arriba: tono de piel claro medio;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|dorso de mano con índice hacia arriba: tono de piel claro medio|mano|tono de piel claro medio
	👆🏽;dorso de mano con índice hacia arriba: tono de piel medio;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|dorso de mano con índice hacia arriba: tono de piel medio|mano|tono de piel medio
	👆🏾;dorso de mano con índice hacia arriba: tono de piel oscuro medio;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|dorso de mano con índice hacia arriba: tono de piel oscuro medio|mano|tono de piel oscuro medio
	👆🏿;dorso de mano con índice hacia arriba: tono de piel oscuro;apuntar|arriba|dedo|dorso de mano con índice hacia arriba|dorso de mano con índice hacia arriba: tono de piel oscuro|mano|tono de piel oscuro
🖕;dedo corazón hacia arriba;corazón|dedo|dedo corazón hacia arriba|mano|peineta
	🖕🏻;dedo corazón hacia arriba: tono de piel claro;corazón|dedo|dedo corazón hacia arriba|dedo corazón hacia arriba: tono de piel claro|mano|peineta|tono de piel claro
	🖕🏼;dedo corazón hacia arriba: tono de piel claro medio;corazón|dedo|dedo corazón hacia arriba|dedo corazón hacia arriba: tono de piel claro medio|mano|peineta|tono de piel claro medio
	🖕🏽;dedo corazón hacia arriba: tono de piel medio;corazón|dedo|dedo corazón hacia arriba|dedo corazón hacia arriba: tono de piel medio|mano|peineta|tono de piel medio
	🖕🏾;dedo corazón hacia arriba: tono de piel oscuro medio;corazón|dedo|dedo corazón hacia arriba|dedo corazón hacia arriba: tono de piel oscuro medio|mano|peineta|tono de piel oscuro medio
	🖕🏿;dedo corazón hacia arriba: tono de piel oscuro;corazón|dedo|dedo corazón hacia arriba|dedo corazón hacia arriba: tono de piel oscuro|mano|peineta|tono de piel oscuro
👇;dorso de mano con índice hacia abajo;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|mano
	👇🏻;dorso de mano con índice hacia abajo: tono de piel claro;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|dorso de mano con índice hacia abajo: tono de piel claro|mano|tono de piel claro
	👇🏼;dorso de mano con índice hacia abajo: tono de piel claro medio;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|dorso de mano con índice hacia abajo: tono de piel claro medio|mano|tono de piel claro medio
	👇🏽;dorso de mano con índice hacia abajo: tono de piel medio;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|dorso de mano con índice hacia abajo: tono de piel medio|mano|tono de piel medio
	👇🏾;dorso de mano con índice hacia abajo: tono de piel oscuro medio;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|dorso de mano con índice hacia abajo: tono de piel oscuro medio|mano|tono de piel oscuro medio
	👇🏿;dorso de mano con índice hacia abajo: tono de piel oscuro;abajo|apuntar|dedo|dorso de mano con índice hacia abajo|dorso de mano con índice hacia abajo: tono de piel oscuro|mano|tono de piel oscuro
☝️;dedo índice hacia arriba;apuntar|arriba|dedo|dedo índice hacia arriba|mano
	☝🏻;dedo índice hacia arriba: tono de piel claro;apuntar|arriba|dedo|dedo índice hacia arriba|dedo índice hacia arriba: tono de piel claro|mano|tono de piel claro
	☝🏼;dedo índice hacia arriba: tono de piel claro medio;apuntar|arriba|dedo|dedo índice hacia arriba|dedo índice hacia arriba: tono de piel claro medio|mano|tono de piel claro medio
	☝🏽;dedo índice hacia arriba: tono de piel medio;apuntar|arriba|dedo|dedo índice hacia arriba|dedo índice hacia arriba: tono de piel medio|mano|tono de piel medio
	☝🏾;dedo índice hacia arriba: tono de piel oscuro medio;apuntar|arriba|dedo|dedo índice hacia arriba|dedo índice hacia arriba: tono de piel oscuro medio|mano|tono de piel oscuro medio
	☝🏿;dedo índice hacia arriba: tono de piel oscuro;apuntar|arriba|dedo|dedo índice hacia arriba|dedo índice hacia arriba: tono de piel oscuro|mano|tono de piel oscuro
🫵;dedo índice apuntándote a ti;apuntar|dedo índice apuntándote a ti|ti|tú
	🫵🏻;dedo índice apuntándote a ti: tono de piel claro;apuntar|dedo índice apuntándote a ti|dedo índice apuntándote a ti: tono de piel claro|ti|tono de piel claro|tú
	🫵🏼;dedo índice apuntándote a ti: tono de piel claro medio;apuntar|dedo índice apuntándote a ti|dedo índice apuntándote a ti: tono de piel claro medio|ti|tono de piel claro medio|tú
	🫵🏽;dedo índice apuntándote a ti: tono de piel medio;apuntar|dedo índice apuntándote a ti|dedo índice apuntándote a ti: tono de piel medio|ti|tono de piel medio|tú
	🫵🏾;dedo índice apuntándote a ti: tono de piel oscuro medio;apuntar|dedo índice apuntándote a ti|dedo índice apuntándote a ti: tono de piel oscuro medio|ti|tono de piel oscuro medio|tú
	🫵🏿;dedo índice apuntándote a ti: tono de piel oscuro;apuntar|dedo índice apuntándote a ti|dedo índice apuntándote a ti: tono de piel oscuro|ti|tono de piel oscuro|tú
👍;pulgar hacia arriba;arriba|mano|pulgar|pulgar hacia arriba|señal
	👍🏻;pulgar hacia arriba: tono de piel claro;arriba|mano|pulgar|pulgar hacia arriba|pulgar hacia arriba: tono de piel claro|señal|tono de piel claro
	👍🏼;pulgar hacia arriba: tono de piel claro medio;arriba|mano|pulgar|pulgar hacia arriba|pulgar hacia arriba: tono de piel claro medio|señal|tono de piel claro medio
	👍🏽;pulgar hacia arriba: tono de piel medio;arriba|mano|pulgar|pulgar hacia arriba|pulgar hacia arriba: tono de piel medio|señal|tono de piel medio
	👍🏾;pulgar hacia arriba: tono de piel oscuro medio;arriba|mano|pulgar|pulgar hacia arriba|pulgar hacia arriba: tono de piel oscuro medio|señal|tono de piel oscuro medio
	👍🏿;pulgar hacia arriba: tono de piel oscuro;arriba|mano|pulgar|pulgar hacia arriba|pulgar hacia arriba: tono de piel oscuro|señal|tono de piel oscuro
👎;pulgar hacia abajo;abajo|mano|pulgar|pulgar hacia abajo|señal
	👎🏻;pulgar hacia abajo: tono de piel claro;abajo|mano|pulgar|pulgar hacia abajo|pulgar hacia abajo: tono de piel claro|señal|tono de piel claro
	👎🏼;pulgar hacia abajo: tono de piel claro medio;abajo|mano|pulgar|pulgar hacia abajo|pulgar hacia abajo: tono de piel claro medio|señal|tono de piel claro medio
	👎🏽;pulgar hacia abajo: tono de piel medio;abajo|mano|pulgar|pulgar hacia abajo|pulgar hacia abajo: tono de piel medio|señal|tono de piel medio
	👎🏾;pulgar hacia abajo: tono de piel oscuro medio;abajo|mano|pulgar|pulgar hacia abajo|pulgar hacia abajo: tono de piel oscuro medio|señal|tono de piel oscuro medio
	👎🏿;pulgar hacia abajo: tono de piel oscuro;abajo|mano|pulgar|pulgar hacia abajo|pulgar hacia abajo: tono de piel oscuro|señal|tono de piel oscuro
✊;puño en alto;cerrado|mano|puñetazo|puño|puño en alto
	✊🏻;puño en alto: tono de piel claro;cerrado|mano|puñetazo|puño|puño en alto|puño en alto: tono de piel claro|tono de piel claro
	✊🏼;puño en alto: tono de piel claro medio;cerrado|mano|puñetazo|puño|puño en alto|puño en alto: tono de piel claro medio|tono de piel claro medio
	✊🏽;puño en alto: tono de piel medio;cerrado|mano|puñetazo|puño|puño en alto|puño en alto: tono de piel medio|tono de piel medio
	✊🏾;puño en alto: tono de piel oscuro medio;cerrado|mano|puñetazo|puño|puño en alto|puño en alto: tono de piel oscuro medio|tono de piel oscuro medio
	✊🏿;puño en alto: tono de piel oscuro;cerrado|mano|puñetazo|puño|puño en alto|puño en alto: tono de piel oscuro|tono de piel oscuro
👊;puño cerrado;puñetazo|puño|puño cerrado
	👊🏻;puño cerrado: tono de piel claro;puñetazo|puño|puño cerrado|puño cerrado: tono de piel claro|tono de piel claro
	👊🏼;puño cerrado: tono de piel claro medio;puñetazo|puño|puño cerrado|puño cerrado: tono de piel claro medio|tono de piel claro medio
	👊🏽;puño cerrado: tono de piel medio;puñetazo|puño|puño cerrado|puño cerrado: tono de piel medio|tono de piel medio
	👊🏾;puño cerrado: tono de piel oscuro medio;puñetazo|puño|puño cerrado|puño cerrado: tono de piel oscuro medio|tono de piel oscuro medio
	👊🏿;puño cerrado: tono de piel oscuro;puñetazo|puño|puño cerrado|puño cerrado: tono de piel oscuro|tono de piel oscuro
🤛;puño hacia la izquierda;izquierda|puño|puño hacia la izquierda
	🤛🏻;puño hacia la izquierda: tono de piel claro;izquierda|puño|puño hacia la izquierda|puño hacia la izquierda: tono de piel claro|tono de piel claro
	🤛🏼;puño hacia la izquierda: tono de piel claro medio;izquierda|puño|puño hacia la izquierda|puño hacia la izquierda: tono de piel claro medio|tono de piel claro medio
	🤛🏽;puño hacia la izquierda: tono de piel medio;izquierda|puño|puño hacia la izquierda|puño hacia la izquierda: tono de piel medio|tono de piel medio
	🤛🏾;puño hacia la izquierda: tono de piel oscuro medio;izquierda|puño|puño hacia la izquierda|puño hacia la izquierda: tono de piel oscuro medio|tono de piel oscuro medio
	🤛🏿;puño hacia la izquierda: tono de piel oscuro;izquierda|puño|puño hacia la izquierda|puño hacia la izquierda: tono de piel oscuro|tono de piel oscuro
🤜;puño hacia la derecha;derecha|puño|puño hacia la derecha
	🤜🏻;puño hacia la derecha: tono de piel claro;derecha|puño|puño hacia la derecha|puño hacia la derecha: tono de piel claro|tono de piel claro
	🤜🏼;puño hacia la derecha: tono de piel claro medio;derecha|puño|puño hacia la derecha|puño hacia la derecha: tono de piel claro medio|tono de piel claro medio
	🤜🏽;puño hacia la derecha: tono de piel medio;derecha|puño|puño hacia la derecha|puño hacia la derecha: tono de piel medio|tono de piel medio
	🤜🏾;puño hacia la derecha: tono de piel oscuro medio;derecha|puño|puño hacia la derecha|puño hacia la derecha: tono de piel oscuro medio|tono de piel oscuro medio
