# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
	🫰🏼;mano con indice e pollice incrociati: carnagione abbastanza chiara;amore|carnagione abbastanza chiara|costoso|cuore|denaro|mano con indice e pollice incrociati|mano con indice e pollice incrociati: carnagione abbastanza chiara|schioccare|soldi
	🫰🏽;mano con indice e pollice incrociati: carnagione olivastra;amore|carnagione olivastra|costoso|cuore|denaro|mano con indice e pollice incrociati|mano con indice e pollice incrociati: carnagione olivastra|schioccare|soldi
	🫰🏾;mano con indice e pollice incrociati: carnagione abbastanza scura;amore|carnagione abbastanza scura|costoso|cuore|denaro|mano con indice e pollice incrociati|mano con indice e pollice incrociati: carnagione abbastanza scura|schioccare|soldi
	🫰🏿;mano con indice e pollice incrociati: carnagione scura;amore|carnagione scura|costoso|cuore|denaro|mano con indice e pollice incrociati|mano con indice e pollice incrociati: carnagione scura|schioccare|soldi
🤟;gesto ti amo;gesto ti amo|gesto tvb
	🤟🏻;gesto ti amo: carnagione chiara;carnagione chiara|gesto ti amo|gesto ti amo: carnagione chiara|gesto tvb
	🤟🏼;gesto ti amo: carnagione abbastanza chiara;carnagione abbastanza chiara|gesto ti amo|gesto ti amo: carnagione abbastanza chiara|gesto tvb
	🤟🏽;gesto ti amo: carnagione olivastra;carnagione olivastra|gesto ti amo|gesto ti amo: carnagione olivastra|gesto tvb
	🤟🏾;gesto ti amo: carnagione abbastanza scura;carnagione abbastanza scura|gesto ti amo|gesto ti amo: carnagione abbastanza scura|gesto tvb
	🤟🏿;gesto ti amo: carnagione scura;carnagione scura|gesto ti amo|gesto ti amo: carnagione scura|gesto tvb
🤘;segno delle corna;corna|fare le corna|rock and roll|segno delle corna
	🤘🏻;segno delle corna: carnagione chiara;carnagione chiara|corna|fare le corna|rock and roll|segno delle corna|segno delle corna: carnagione chiara
	🤘🏼;segno delle corna: carnagione abbastanza chiara;carnagione abbastanza chiara|corna|fare le corna|rock and roll|segno delle corna|segno delle corna: carnagione abbastanza chiara
	🤘🏽;segno delle corna: carnagione olivastra;carnagione olivastra|corna|fare le corna|rock and roll|segno delle corna|segno delle corna: carnagione olivastra
	🤘🏾;segno delle corna: carnagione abbastanza scura;carnagione abbastanza scura|corna|fare le corna|rock and roll|segno delle corna|segno delle corna: carnagione abbastanza scura
	🤘🏿;segno delle corna: carnagione scura;carnagione scura|corna|fare le corna|rock and roll|segno delle corna|segno delle corna: carnagione scura
🤙;mano con gesto di chiamata;chiamare|mano|mano con gesto di chiamata|telefonare
	🤙🏻;mano con gesto di chiamata: carnagione chiara;carnagione chiara|chiamare|mano|mano con gesto di chiamata|mano con gesto di chiamata: carnagione chiara|telefonare
	🤙🏼;mano con gesto di chiamata: carnagione abbastanza chiara;carnagione abbastanza chiara|chiamare|mano|mano con gesto di chiamata|mano con gesto di chiamata: carnagione abbastanza chiara|telefonare
	🤙🏽;mano con gesto di chiamata: carnagione olivastra;carnagione olivastra|chiamare|mano|mano con gesto di chiamata|mano con gesto di chiamata: carnagione olivastra|telefonare
	🤙🏾;mano con gesto di chiamata: carnagione abbastanza scura;carnagione abbastanza scura|chiamare|mano|mano con gesto di chiamata|mano con gesto di chiamata: carnagione abbastanza scura|telefonare
	🤙🏿;mano con gesto di chiamata: carnagione scura;carnagione scura|chiamare|mano|mano con gesto di chiamata|mano con gesto di chiamata: carnagione scura|telefonare
👈;indice verso sinistra;dito|dito indice|dito verso sinistra|indice verso sinistra
	👈🏻;indice verso sinistra: carnagione chiara;carnagione chiara|dito|dito indice|dito verso sinistra|indice verso sinistra|indice verso sinistra: carnagione chiara
	👈🏼;indice verso sinistra: carnagione abbastanza chiara;carnagione abbastanza chiara|dito|dito indice|dito verso sinistra|indice verso sinistra|indice verso sinistra: carnagione abbastanza chiara
	👈🏽;indice verso sinistra: carnagione olivastra;carnagione olivastra|dito|dito indice|dito verso sinistra|indice verso sinistra|indice verso sinistra: carnagione olivastra
	👈🏾;indice verso sinistra: carnagione abbastanza scura;carnagione abbastanza scura|dito|dito indice|dito verso sinistra|indice verso sinistra|indice verso sinistra: carnagione abbastanza scura
	👈🏿;indice verso sinistra: carnagione scura;carnagione scura|dito|dito indice|dito verso sinistra|indice verso sinistra|indice verso sinistra: carnagione scura
👉;indice verso destra;dito|dito indice|dito verso destra|indice verso destra
	👉🏻;indice verso destra: carnagione chiara;carnagione chiara|dito|dito indice|dito verso destra|indice verso destra|indice verso destra: carnagione chiara
	👉🏼;indice verso destra: carnagione abbastanza chiara;carnagione abbastanza chiara|dito|dito indice|dito verso destra|indice verso destra|indice verso destra: carnagione abbastanza chiara
	👉🏽;indice verso destra: carnagione olivastra;carnagione olivastra|dito|dito indice|dito verso destra|indice verso destra|indice verso destra: carnagione olivastra
	👉🏾;indice verso destra: carnagione abbastanza scura;carnagione abbastanza scura|dito|dito indice|dito verso destra|indice verso destra|indice verso destra: carnagione abbastanza scura
	👉🏿;indice verso destra: carnagione scura;carnagione scura|dito|dito indice|dito verso destra|indice verso destra|indice verso destra: carnagione scura
👆;indice alzato;dito alzato|dito in su|dito indice|indice alzato|indice in su
	👆🏻;indice alzato: carnagione chiara;carnagione chiara|dito alzato|dito in su|dito indice|indice alzato|indice alzato: carnagione chiara|indice in su
	👆🏼;indice alzato: carnagione abbastanza chiara;carnagione abbastanza chiara|dito alzato|dito in su|dito indice|indice alzato|indice alzato: carnagione abbastanza chiara|indice in su
	👆🏽;indice alzato: carnagione olivastra;carnagione olivastra|dito alzato|dito in su|dito indice|indice alzato|indice alzato: carnagione olivastra|indice in su
	👆🏾;indice alzato: carnagione abbastanza scura;carnagione abbastanza scura|dito alzato|dito in su|dito indice|indice alzato|indice alzato: carnagione abbastanza scura|indice in su
	👆🏿;indice alzato: carnagione scura;carnagione scura|dito alzato|dito in su|dito indice|indice alzato|indice alzato: carnagione scura|indice in su
🖕;dito medio;dito medio|insulto|offendere
	🖕🏻;dito medio: carnagione chiara;carnagione chiara|dito medio|dito medio: carnagione chiara|insulto|offendere
	🖕🏼;dito medio: carnagione abbastanza chiara;carnagione abbastanza chiara|dito medio|dito medio: carnagione abbastanza chiara|insulto|offendere
	🖕🏽;dito medio: carnagione olivastra;carnagione olivastra|dito medio|dito medio: carnagione olivastra|insulto|offendere
	🖕🏾;dito medio: carnagione abbastanza scura;carnagione abbastanza scura|dito medio|dito medio: carnagione abbastanza scura|insulto|offendere
	🖕🏿;dito medio: carnagione scura;carnagione scura|dito medio|dito medio: carnagione scura|insulto|offendere
👇;indice abbassato;dito abbassato|dito in giù|dito indice|indice abbassato|indice in giù
	👇🏻;indice abbassato: carnagione chiara;carnagione chiara|dito abbassato|dito in giù|dito indice|indice abbassato|indice abbassato: carnagione chiara|indice in giù
	👇🏼;indice abbassato: carnagione abbastanza chiara;carnagione abbastanza chiara|dito abbassato|dito in giù|dito indice|indice abbassato|indice abbassato: carnagione abbastanza chiara|indice in giù
	👇🏽;indice abbassato: carnagione olivastra;carnagione olivastra|dito abbassato|dito in giù|dito indice|indice abbassato|indice abbassato: carnagione olivastra|indice in giù
	👇🏾;indice abbassato: carnagione abbastanza scura;carnagione abbastanza scura|dito abbassato|dito in giù|dito indice|indice abbassato|indice abbassato: carnagione abbastanza scura|indice in giù
	👇🏿;indice abbassato: carnagione scura;carnagione scura|dito abbassato|dito in giù|dito indice|indice abbassato|indice abbassato: carnagione scura|indice in giù
☝️;indice verso l’alto;dito|dito verso l’alto|indicare|indice verso l’alto|tu
	☝🏻;indice verso l’alto: carnagione chiara;carnagione chiara|dito|dito verso l’alto|indicare|indice verso l’alto|indice verso l’alto: carnagione chiara|tu
	☝🏼;indice verso l’alto: carnagione abbastanza chiara;carnagione abbastanza chiara|dito|dito verso l’alto|indicare|indice verso l’alto|indice verso l’alto: carnagione abbastanza chiara|tu
	☝🏽;indice verso l’alto: carnagione olivastra;carnagione olivastra|dito|dito verso l’alto|indicare|indice verso l’alto|indice verso l’alto: carnagione olivastra|tu
	☝🏾;indice verso l’alto: carnagione abbastanza scura;carnagione abbastanza scura|dito|dito verso l’alto|indicare|indice verso l’alto|indice verso l’alto: carnagione abbastanza scura|tu
	☝🏿;indice verso l’alto: carnagione scura;carnagione scura|dito|dito verso l’alto|indicare|indice verso l’alto|indice verso l’alto: carnagione scura|tu
🫵;indice verso l’osservatore;indicare|indice verso l’osservatore|puntare|tu
	🫵🏻;indice verso l’osservatore: carnagione chiara;carnagione chiara|indicare|indice verso l’osservatore|indice verso l’osservatore: carnagione chiara|puntare|tu
	🫵🏼;indice verso l’osservatore: carnagione abbastanza chiara;carnagione abbastanza chiara|indicare|indice verso l’osservatore|indice verso l’osservatore: carnagione abbastanza chiara|puntare|tu
	🫵🏽;indice verso l’osservatore: carnagione olivastra;carnagione olivastra|indicare|indice verso l’osservatore|indice verso l’osservatore: carnagione olivastra|puntare|tu
	🫵🏾;indice verso l’osservatore: carnagione abbastanza scura;carnagione abbastanza scura|indicare|indice verso l’osservatore|indice verso l’osservatore: carnagione abbastanza scura|puntare|tu
	🫵🏿;indice verso l’osservatore: carnagione scura;carnagione scura|indicare|indice verso l’osservatore|indice verso l’osservatore: carnagione scura|puntare|tu
👍;pollice in su;mano|pollice|pollice in su|segno|su
	👍🏻;pollice in su: carnagione chiara;carnagione chiara|mano|pollice|pollice in su|pollice in su: carnagione chiara|segno|su
	👍🏼;pollice in su: carnagione abbastanza chiara;carnagione abbastanza chiara|mano|pollice|pollice in su|pollice in su: carnagione abbastanza chiara|segno|su
	👍🏽;pollice in su: carnagione olivastra;carnagione olivastra|mano|pollice|pollice in su|pollice in su: carnagione olivastra|segno|su
	👍🏾;pollice in su: carnagione abbastanza scura;carnagione abbastanza scura|mano|pollice|pollice in su|pollice in su: carnagione abbastanza scura|segno|su
	👍🏿;pollice in su: carnagione scura;carnagione scura|mano|pollice|pollice in su|pollice in su: carnagione scura|segno|su
👎;pollice verso;giù|mano|pollice|pollice in giù|pollice verso
	👎🏻;pollice verso: carnagione chiara;carnagione chiara|giù|mano|pollice|pollice in giù|pollice verso|pollice verso: carnagione chiara
	👎🏼;pollice verso: carnagione abbastanza chiara;carnagione abbastanza chiara|giù|mano|pollice|pollice in giù|pollice verso|pollice verso: carnagione abbastanza chiara
	👎🏽;pollice verso: carnagione olivastra;carnagione olivastra|giù|mano|pollice|pollice in giù|pollice verso|pollice verso: carnagione olivastra
	👎🏾;pollice verso: carnagione abbastanza scura;carnagione abbastanza scura|giù|mano|pollice|pollice in giù|pollice verso|pollice verso: carnagione abbastanza scura
	👎🏿;pollice verso: carnagione scura;carnagione scura|giù|mano|pollice|pollice in giù|pollice verso|pollice verso: carnagione scura
✊;pugno;alzato|pugno|sasso
	✊🏻;pugno: carnagione chiara;alzato|carnagione chiara|pugno|pugno: carnagione chiara|sasso
	✊🏼;pugno: carnagione abbastanza chiara;alzato|carnagione abbastanza chiara|pugno|pugno: carnagione abbastanza chiara|sasso
	✊🏽;pugno: carnagione olivastra;alzato|carnagione olivastra|pugno|pugno: carnagione olivastra|sasso
	✊🏾;pugno: carnagione abbastanza scura;alzato|carnagione abbastanza scura|pugno|pugno: carnagione abbastanza scura|sasso
	✊🏿;pugno: carnagione scura;alzato|carnagione scura|pugno|pugno: carnagione scura|sasso
👊;pugno chiuso;mano|pugno|pugno chiuso
	👊🏻;pugno chiuso: carnagione chiara;carnagione chiara|mano|pugno|pugno chiuso|pugno chiuso: carnagione chiara
	👊🏼;pugno chiuso: carnagione abbastanza chiara;carnagione abbastanza chiara|mano|pugno|pugno chiuso|pugno chiuso: carnagione abbastanza chiara
	👊🏽;pugno chiuso: carnagione olivastra;carnagione olivastra|mano|pugno|pugno chiuso|pugno chiuso: carnagione olivastra
	👊🏾;pugno chiuso: carnagione abbastanza scura;carnagione abbastanza scura|mano|pugno|pugno chiuso|pugno chiuso: carnagione abbastanza scura
	👊🏿;pugno chiuso: carnagione scura;carnagione scura|mano|pugno|pugno chiuso|pugno chiuso: carnagione scura
🤛;pugno a sinistra;pugno|pugno a sinistra|sinistra
	🤛🏻;pugno a sinistra: carnagione chiara;carnagione chiara|pugno|pugno a sinistra|pugno a sinistra: carnagione chiara|sinistra
	🤛🏼;pugno a sinistra: carnagione abbastanza chiara;carnagione abbastanza chiara|pugno|pugno a sinistra|pugno a sinistra: carnagione abbastanza chiara|sinistra
	🤛🏽;pugno a sinistra: carnagione olivastra;carnagione olivastra|pugno|pugno a sinistra|pugno a sinistra: carnagione olivastra|sinistra
	🤛🏾;pugno a sinistra: carnagione abbastanza scura;carnagione abbastanza scura|pugno|pugno a sinistra|pugno a sinistra: carnagione abbastanza scura|sinistra
	🤛🏿;pugno a sinistra: carnagione scura;carnagione scura|pugno|pugno a sinistra|pugno a sinistra: carnagione scura|sinistra
🤜;pugno a destra;destra|pugno|pugno a destra
	🤜🏻;pugno a destra: carnagione chiara;carnagione chiara|destra|pugno|pugno a destra|pugno a destra: carnagione chiara
	🤜🏼;pugno a destra: carnagione abbastanza chiara;carnagione abbastanza chiara|destra|pugno|pugno a destra|pugno a destra: carnagione abbastanza chiara
	🤜🏽;pugno a destra: carnagione olivastra;carnagione olivastra|destra|pugno|pugno a destra|pugno a destra: carnagione olivastra
	🤜🏾;pugno a destra: carnagione abbastanza scura;carnagione abbastanza scura|destra|pugno|pugno a destra|pugno a destra: carnagione abbastanza scura
	🤜🏿;pugno a destra: carnagione scura;carnagione scura|destra|pugno|pugno a destra|pugno a destra: carnagione scura
👏;mani che applaudono;applaudire|applauso|mani|mani che applaudono
	👏🏻;mani che applaudono: carnagione chiara;applaudire|applauso|carnagione chiara|mani|mani che applaudono|mani che applaudono: carnagione chiara
	👏🏼;mani che applaudono: carnagione abbastanza chiara;applaudire|applauso|carnagione abbastanza chiara|mani|mani che applaudono|mani che applaudono: carnagione abbastanza chiara
	👏🏽;mani che applaudono: carnagione olivastra;applaudire|applauso|carnagione olivastra|mani|mani che applaudono|mani che applaudono: carnagione olivastra
	👏🏾;mani che applaudono: carnagione abbastanza scura;applaudire|applauso|carnagione abbastanza scura|mani|mani che applaudono|mani che applaudono: carnagione abbastanza scura
	👏🏿;mani che applaudono: carnagione scura;applaudire|applauso|carnagione scura|mani|mani che applaudono|mani che applaudono: carnagione scura
🙌;mani alzate;evviva|mani|mani alzate|urrà|vittoria
	🙌🏻;mani alzate: carnagione chiara;carnagione chiara|evviva|mani|mani alzate|mani alzate: carnagione chiara|urrà|vittoria
	🙌🏼;mani alzate: carnagione abbastanza chiara;carnagione abbastanza chiara|evviva|mani|mani alzate|mani alzate: carnagione abbastanza chiara|urrà|vittoria
	🙌🏽;mani alzate: carnagione olivastra;carnagione olivastra|evviva|mani|mani alzate|mani alzate: carnagione olivastra|urrà|vittoria
	🙌🏾;mani alzate: carnagione abbastanza scura;carnagione abbastanza scura|evviva|mani|mani alzate|mani alzate: carnagione abbastanza scura|urrà|vittoria
	🙌🏿;mani alzate: carnagione scura;carnagione scura|evviva|mani|mani alzate|mani alzate: carnagione scura|urrà|vittoria
🫶;mani a cuore;amore|cuore|mani a cuore|ti amo|ti voglio bene
	🫶🏻;mani a cuore: carnagione chiara;amore|carnagione chiara|cuore|mani a cuore|mani a cuore: carnagione chiara|ti amo|ti voglio bene
